time_gmt7,endpoint,source,http_status,status,credits_charged
"Sep 5, 23:49",/v2/company/get-segments/BBCA/,direct,200,success,1
"Sep 5, 23:49",/v2/financials/quarterly/BBCA/,direct,200,success,4
"Sep 5, 23:49",/v2/broker-summary/BBCA/top/,direct,200,success,2
"Sep 5, 23:49",/v2/foreign-flow/ANTM/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/BREN/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/ADRO/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/ASII/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/TLKM/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/BMRI/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/BBRI/,direct,200,success,1
"Sep 5, 23:49",/v2/foreign-flow/BBCA/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/ANTM/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/ANTM/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/BREN/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/BREN/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/ADRO/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/ADRO/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/ASII/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/ASII/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/TLKM/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/TLKM/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/BMRI/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/BMRI/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/BBRI/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/BBRI/,direct,200,success,1
"Sep 5, 23:48",/v2/daily/BBCA/,direct,200,success,1
"Sep 5, 23:48",/v2/company/report/BBCA/,direct,200,success,1
"Sep 5, 23:48",/v2/index-daily/idx30/,direct,200,success,1
"Sep 5, 23:48",/v2/index-daily/lq45/,direct,200,success,1
"Sep 5, 23:48",/v2/index-daily/ihsg/,direct,200,success,1
"Sep 5, 23:48",/v2/suspensions/,direct,200,success,1
"Sep 5, 23:48",/v2/filings/,direct,200,success,1
"Sep 5, 23:48",/v2/news/,direct,200,success,1
"Sep 5, 23:48",/v2/companies/top-changes/,direct,200,success,1
"Sep 5, 23:48",/v2/companies/top-changes/,direct,200,success,1
"Sep 5, 23:48",/v2/idx-total/,direct,200,success,1
